clasificacion;descripcion;DESCRIPCION_LARGA||'XX'
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO ACCIDENTE NO DE TRANSITO;V130 / CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO ACCIDENTE NO DE TRANSITO;V131 / CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CICLISTA SIN ESPECIFICACION, LESIONADO ACCIDENTE NO DE TRANSITO;V132 / CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CICLISTA SIN ESPECIFICACION, LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PERSOAN LESIONADA AL SUBIR O BAJAR DEL VEHICULO;V133 / CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PERSOAN LESIONADA AL SUBIR O BAJAR DEL VEHICULOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO ACCIDENTE DE TRANSITO;V134 / CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO ACCIDENTE DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO ACCIDENTE DE TRANSITO;V135 / CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO ACCIDENTE DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CICLISTAS SIN ESPECIFICACION, LESIONADO ACCIDENTE DE TRANSITO;V139 / CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CICLISTAS SIN ESPECIFICACION, LESIONADO ACCIDENTE DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS;V14 / CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUSXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, CONDUCTOR LESIONADO ACCIDENTE NO DE TRANSITO;V140 / CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, CONDUCTOR LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, PASAJERO LESIONADO ACCIDENTE NO DE TRANSITO;V141 / CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, PASAJERO LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, CICLISTA SIN ESPECIFICACION, LESIONADO ACCIDENTE NO DE TRANSITO;V142 / CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, CICLISTA SIN ESPECIFICACION, LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO;V143 / CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, CONDUCTOR LESIONADO ACCIDENTE DE TRANSITO;V144 / CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, CONDUCTOR LESIONADO ACCIDENTE DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, PASAJERO LESIONADO ACCIDENTE DE TRANSITO;V145 / CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, PASAJERO LESIONADO ACCIDENTE DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, CICLISTA SIN ESPECIFICACION, LESIONADO ACCIDENTE DE TRANSITO;V149 / CICLISTA LESIONADO POR COLISION CON VEHICULO TRANSPORTE PESADO O AUTOBUS, CICLISTA SIN ESPECIFICACION, LESIONADO ACCIDENTE DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES;V15 / CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELESXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, CONDUCTOR LESIONADO ACCIDENTE NO DE TRANSITO;V150 / CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, CONDUCTOR LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, PASAJERO LESIONADO ACCIDENTE NO DE TRANSITO;V151 / CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, PASAJERO LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, CICLISTA SIN ESPECIFICACION, LESIONADO ACCIDENTE NO DE TRANSITO;V152 / CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES, CICLISTA SIN ESPECIFICACION, LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO ACCIDENTE NO DE TRANSITO;V631 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PERSONA QUE VIAJA FUERA VEHICULO LESIONADA ACCIDENTE NO DE TRANSITO;V632 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PERSONA QUE VIAJA FUERA VEHICULO LESIONADA ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, OCUPANTE SIN ESPECIFICACION, LESIONADO ACCIDENTE NO DE TRANSITO;V633 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, OCUPANTE SIN ESPECIFICACION, LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO;V634 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO ACCIDENTE DE TRANSITO;V635 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO ACCIDENTE DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO ACCIDENTE DE TRANSITO;V636 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO ACCIDENTE DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PERSONA QUE VIAJA FUERA VEHICULO LESIONADA ACCIDENTE DE TRANSITO;V637 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, PERSONA QUE VIAJA FUERA VEHICULO LESIONADA ACCIDENTE DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, OCUPANTE SIN ESPECIFICACION, LESIONADO ACCIDENTE DE TRANSITO;V639 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, OCUPANTE SIN ESPECIFICACION, LESIONADO ACCIDENTE DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS;V64 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUSXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS, CONDUCTOR LESIONADO ACCIDENTE NO DE TRANSITO;V640 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS, CONDUCTOR LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS, PASAJERO LESIONADO ACICDENTE NO DE TRANSITO;V641 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS, PASAJERO LESIONADO ACICDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS, PERSONA QUE VIAJA FUERA VEHICULO LESIONADA ACCIDENTE NO DE TRANSITO;V642 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS, PERSONA QUE VIAJA FUERA VEHICULO LESIONADA ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS, OCUPANTE SIN ESPECIFICACION, LESIONADO ACCIDENTE NO DE TRANSITO;V643 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS, OCUPANTE SIN ESPECIFICACION, LESIONADO ACCIDENTE NO DE TRANSITOXx
CAUSAS EXTREMAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO;V644 / OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO POR COLISION CON OTRO VEHICULO TRANSPORTE PESADO O AUTOBUS, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULOXx
